cell_id,x,y,Level0,Level1,Level2,leiden_coarse,major_type,fine_type
boimnmhg-1,2009.77832,1723.80188,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
boinbpod-1,2001.558105,1723.383911,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
boinckdo-1,2004.339844,1729.89563,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
boincnca-1,2008.08728,1739.026123,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
boindmfl-1,2005.354492,1734.821533,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
boioalad-1,2000.509888,1730.748413,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
boioejaa-1,2033.530396,1943.404907,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
boiohpnm-1,2031.756348,1934.733032,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
boiojhjg-1,2029.011475,1951.361206,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
boiomfhp-1,2030.634277,1957.862549,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,Colorectal cancer stem cell
boiomngc-1,2039.529175,1950.738403,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
boionnlm-1,2050.822998,1956.446289,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
boipjjch-1,2044.419189,1967.735962,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
boipkcpa-1,2041.360107,1956.86853,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
boipkdbe-1,2018.744019,1956.5448,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
boipnekm-1,2021.486206,1965.299072,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
boippaak-1,2021.700928,1950.171509,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bojabcgc-1,2023.820557,1959.450317,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bojaljdo-1,2052.554199,1998.27478,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
bojalmjk-1,2050.00708,2004.153076,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
bojalpeo-1,2060.341797,2053.60376,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojbhdfl-1,2064.514648,2048.131836,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojblbem-1,2057.774414,2042.502563,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojbnnnc-1,2056.960938,2015.072388,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojbpmeh-1,2078.645264,2174.409912,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojbpool-1,2081.888428,2163.286377,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojcbbdp-1,2075.894531,2169.531738,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojcfboh-1,2082.679688,2159.191895,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bojcfeid-1,2082.357666,2180.179199,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojcjmon-1,2094.001709,2281.18042,str,Endothelial,Endothelial,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
bojckiib-1,2091.542969,2200.821533,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojclcmm-1,2024.193115,2014.854736,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojcmfgi-1,2032.47168,2279.099121,tum,Tumor,Proliferating Immune II,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
bojcmllf-1,2022.651855,2168.568359,tum,Tumor,Proliferating Immune II,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
bojcndgk-1,2015.386353,2015.551514,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
bojcnmjl-1,2014.213867,2010.602051,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bojcpogf-1,2028.996704,2007.491455,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojdfdcl-1,2036.011353,2001.636963,tum,Tumor,Tumor V,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojdgkdn-1,2033.085327,2010.215454,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojdgkeb-1,2033.420654,1969.949097,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojdhfok-1,2026.018066,1984.492554,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
bojdjmgp-1,2031.101563,1975.13916,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bojdkmne-1,2018.360596,1977.959961,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
bojdlkaf-1,2042.39624,2382.940918,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
bojdmccc-1,2035.927734,2391.220215,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojdoakn-1,2051.638672,2401.478516,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojeckga-1,2035.671387,2405.564453,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojeclbi-1,2042.99939,2404.5354,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bojehjoj-1,2040.936157,2393.071045,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojejoaj-1,2045.074341,2343.061279,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojekbak-1,2054.01001,2335.261475,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojekmkl-1,2049.664551,2337.589111,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojemlcm-1,2034.989868,2384.984619,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojfhihn-1,2029.045288,2406.933594,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojfhjkn-1,2027.86084,2399.51123,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojfmfig-1,2033.913086,2396.136475,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
bojfnked-1,2028.787598,2391.91748,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
bojfogma-1,2028.264648,2319.070313,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojgemkp-1,2039.691895,2341.511719,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojgfenh-1,2034.312744,2334.64917,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojggbmp-1,2033.069702,2319.478271,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojggngb-1,2063.737061,2401.000244,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojghgom-1,2062.395508,2414.217285,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojgickj-1,2045.699829,2423.464111,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojgkkcd-1,2047.689331,2428.668945,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojgllnl-1,2039.265381,2427.762939,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
bojhdabe-1,2032.591797,2425.45752,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojhdpmp-1,2042.860718,2439.30957,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojhfkfm-1,2045.334961,2448.463623,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
bojhhjdb-1,2051.877197,2439.243408,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojhlbdj-1,2039.293701,2433.333252,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojhmadb-1,2044.512207,2434.121582,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojhoofc-1,2049.572021,2433.769287,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojicbap-1,2047.634521,2420.460938,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojidfdp-1,2055.639648,2419.281738,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojielph-1,2057.551758,2433.712646,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojihinf-1,2056.445068,2427.308838,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
bojipfel-1,2047.288086,2392.223389,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojipkce-1,2056.407715,2413.450684,tum,Tumor,Tumor III,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
bojjacgf-1,2056.436523,2389.390869,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
bojjmhjh-1,2041.633667,2416.907959,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojjmmdp-1,2045.443237,2362.883301,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
bojjpoej-1,2054.658447,2362.169434,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojkgpja-1,2050.992188,2361.175049,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojkikpm-1,2095.128662,2387.616699,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojkilnd-1,2104.726807,2369.39624,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojkjhgm-1,2095.754883,2361.643555,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojkjifl-1,2067.272217,2361.489014,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojkkagm-1,2074.445557,2356.009033,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojklkii-1,2073.462402,2347.600586,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojknmfh-1,2070.748047,2369.168945,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
bojlakeg-1,2081.403076,2352.173828,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojlelff-1,2091.233643,2350.204834,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojlemik-1,2095.013672,2370.758545,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojljjnk-1,2079.293213,2359.790039,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojombie-1,2012.363403,2364.416504,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojopeac-1,2005.640259,2365.612305,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
bojpgiak-1,2002.050903,2345.41626,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bojpkaif-1,2000.383179,2368.287109,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
bojpnkgk-1,2003.163208,2385.45874,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
bokabcbg-1,2002.661011,2379.934814,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
bokagilm-1,2002.496948,2374.086182,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokcajpm-1,2008.226318,2321.005615,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
bokcdhfn-1,2022.351318,2343.349854,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,SPP1+ Tumor-Associated Macrophage (ISG-high)
bokcgdae-1,2015.973633,2339.480469,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokcggbm-1,2022.675049,2324.194336,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokcgijp-1,2021.129639,2309.746338,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokchcgc-1,2016.981567,2305.56543,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokcpmhb-1,2041.333618,2064.203125,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokddlcg-1,2044.739014,2079.522949,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokdeggn-1,2055.620605,2059.165527,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokdhahf-1,2044.137207,2074.907715,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokdimla-1,2049.093506,2072.57373,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokeadkd-1,2057.125,2069.607178,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokeffem-1,2052.27002,2062.92749,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokegide-1,2045.032227,2087.807373,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokfcpff-1,2044.915771,2082.615967,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokfdhln-1,2015.631226,2123.531006,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokfdkaf-1,2028.751465,2156.737305,imm,B cells,Mature B,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
bokfkdcj-1,2023.488403,2135.665527,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
bokfmhef-1,2019.563354,2119.039795,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokgbdgj-1,2000.257813,2307.549072,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
bokgfnnj-1,2010.637451,2304.707031,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bokgfpfl-1,2004.275757,2302.384766,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bokglcnk-1,2003.486206,2141.623779,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokhakcg-1,2011.626709,2079.580566,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bokhbcck-1,2016.564697,2110.250244,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokhbnch-1,2026.666504,2108.577881,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bokhfpog-1,2018.71582,2106.571045,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokhmnba-1,2014.222412,2087.256592,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokhpbmi-1,2009.515259,2093.26709,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokhpkha-1,2027.094849,2089.379883,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokhpmne-1,2029.702881,2100.233398,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokianjg-1,2033.921997,2086.564209,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bokibiag-1,2039.646484,2096.96167,imm,T cells,CD8 Cytotoxic T cell,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bpdnmahb-1,2008.773804,2375.007568,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bpdnpfna-1,2007.637573,2382.475342,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
bpdnpjnm-1,2010.302612,2397.509033,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bpdobgpd-1,2022.684814,2417.524902,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpdofkic-1,2032.228027,2431.893066,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpdogaam-1,2024.606079,2429.25708,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpdognkj-1,2019.178223,2424.27832,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
bpdohcea-1,2010.47229,2419.352539,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpdohlfn-1,2022.822876,2389.864014,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bpdoinng-1,2019.304932,2413.912598,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpdojdoh-1,2022.005981,2408.452637,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpdojmoh-1,2018.294556,2395.523682,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpedebpd-1,2063.240234,2552.562012,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpedeoaa-1,2060.776611,2533.983643,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpedgacc-1,2063.188232,2539.096436,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpedmmjo-1,2049.426758,2505.37207,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bpedohkj-1,2104.423584,2567.333496,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpeebbdl-1,2105.749268,2584.574219,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpeeboea-1,2103.637939,2578.516602,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpeeenom-1,2105.47998,2571.322021,,,,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpeehmeb-1,2092.679443,2589.507813,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpeejbkc-1,2099.464111,2597.605225,tum,Tumor,Tumor I,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Mast cell
bpeemhkk-1,2092.546875,2594.885742,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bpeenilk-1,2101.601807,2592.250977,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bpeeoeif-1,2096.455322,2589.543701,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpefabke-1,2092.059814,2577.288574,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpefamnp-1,2096.149902,2575.351318,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpefcmkk-1,2099.449707,2576.066895,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bpefgfio-1,2082.520264,2579.010498,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpefifid-1,2086.939697,2582.208252,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpefnkjh-1,2075.655273,2579.647949,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpegenka-1,2062.369629,2676.921875,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
bpeggbna-1,2084.279053,2662.40625,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
bpegljkc-1,2103.11499,2673.969238,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
bpegmnpp-1,2099.655273,2667.491943,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
bpegpdij-1,2095.608887,2666.538574,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
bpehaagc-1,2078.914063,2654.918945,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
bpehabma-1,2089.790283,2664.388184,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
bpehapni-1,2066.901123,2649.411377,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
bpeheffa-1,2074.34375,2659.839355,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
bpehhbmn-1,2073.755127,2652.287354,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
bpehnaem-1,2070.024658,2656.727051,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Deep Crypt Secretory cell
bpehngic-1,2065.214844,2656.721924,epi,Intestinal Epithelial,Goblet,2,Goblet cell,Immature Goblet cell
bpehpkbe-1,2084.868164,2593.940918,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpeiappn-1,2086.572998,2643.55249,imm,T cells,CD4 T cell,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),T cell
bpeidaic-1,2081.84668,2639.201172,imm,Myeloid,Macrophage,1,Antigen-presenting Cancer-Associated Fibroblast (apCAF),Antigen-presenting Tumor-Associated Macrophage
bpeiladj-1,2079.008057,2595.133301,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bpejbjbl-1,2094.289551,2533.671875,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpejflbp-1,2106.412598,2545.252441,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpejiddl-1,2100.578125,2550.614014,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
bpejlpme-1,2096.629639,2553.731201,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpekjbcj-1,2091.368408,2569.938232,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpekmpcp-1,2096.952393,2569.256104,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpekolmo-1,2090.897949,2557.783447,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpeldema-1,2099.978271,2539.900879,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpelfpck-1,2106.472656,2539.191162,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpelgmhf-1,2069.579834,2541.602295,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpelihpa-1,2082.973145,2560.954346,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpelogfl-1,2071.177979,2574.063721,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpemdijl-1,2069.196777,2565.663818,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpemgmfg-1,2079.707031,2538.755859,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpemhdme-1,2073.620361,2549.773193,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpemkogn-1,2090.676025,2536.125,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpemlkhi-1,2087.876221,2541.931396,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Absorptive colonocyte
bpenbain-1,2000.135132,2460.790771,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpenbhop-1,2005.610962,2480.589111,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpendhif-1,2002.802979,2467.882568,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpengcfa-1,2037.009521,2489.211182,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpenmaam-1,2039.009399,2504.516357,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpenpemk-1,2039.216064,2496.027344,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpenpidj-1,2027.835449,2533.637451,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpeoamnn-1,2032.776489,2553.259277,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpeoanlg-1,2029.322388,2548.820313,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpeockeg-1,2026.518188,2543.410889,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpeodjac-1,2031.177124,2519.97168,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell (proliferating)
bpeoefco-1,2025.334595,2500.593018,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Regenerative Colorectal Cancer Stem Cell
bpeohmpc-1,2002.686401,2490.840088,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpfacoig-1,2018.465576,2513.436768,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
bpfahebb-1,2018.075195,2523.460449,tum,Tumor,Tumor III,0,Colorectal cancer stem cell,Colorectal cancer stem cell
